family	treatment_iri	figure_iri	description	image_url	md5
Pyrochroidae	<http://treatment.plazi.org/id/038587AACA5F906BFF4A418EFAF77C23>	<http://dx.doi.org/10.5281/zenodo.4736757>	FIGURE 3. Mandibles of Pyrochroa coccinea (A–D) and Pyrochroa serraticornis (E–H): A, E—right mandible, ventral view; B, F—left mandible, ventral view; C, G—left mandible, inner view; D, H—right mandible, inner view. Scale bars: A–H: 0.5 mm.	https://zenodo.org/record/4736757/files/figure.png	3dcae80e82a287918ab16ed58c9d3af6
Mesochrysopidae	<http://treatment.plazi.org/id/656387FFFFF3E65CF4BE24ABA44AFE58>	<http://dx.doi.org/10.5281/zenodo.6542128>	FIGURE 1. Burmotachinymphes pengi Chen, Deng et Yang sp. nov., holotype CNU-NEU-MA2018075. A, Habitus in dorsal view; B, Venation of left forewing and hind wing. Scale bars = 2 mm.	https://zenodo.org/record/6542128/files/figure.png	3b66d9985ead2e669e35dfe0af1eabea
Mesochrysopidae	<http://treatment.plazi.org/id/A87B547FFFEDFFFBFF7A4B1B7E45D7C9>	<http://dx.doi.org/10.5281/zenodo.196355>	FIGURE 3. Longicellochrysa yixiana gen. et sp. nov. Head of the holotype (part CNU-NEU-LJ 2009012 P) showing epicranial suture (arrow). Scale bar = 1 mm.	https://zenodo.org/record/196355/files/figure.png	b8baaf4261c4e042566df85ceaefa7b5
Mesochrysopidae	<http://treatment.plazi.org/id/B276E564EA13FFF4FF3C44882D05B546>	<http://dx.doi.org/10.5281/zenodo.210273>	FIGURE 4. Protoaristenymphes daohugouensis sp. nov. Wing venation of the holotype CNU-NEU-NN 2011103 PC. A, left forewing. B, right forewing. C, right hind wing. D, left hind wing. Scale bar is 10 mm (all to scale).	https://zenodo.org/record/210273/files/figure.png	cfbd252e6f8a51fb938c9d8758d834db
Chelonibiidae	<http://treatment.plazi.org/id/094887F1FFC3D633FF6313F9FC91A476>	<http://dx.doi.org/10.5281/zenodo.251574>	FIGURE 3. a. Platylepas hexastylos (Fabricius, 1794), ZUTC-cirri 1218, Gwatr, Gulf of Oman, dorsal view; b. Platylepas hexastylos, ventral view; c. Chelonibia testudinaria (Linnaeus, 1758), ZUTC- cirri 1144, Nayband, Persian Gulf, dorsal view; d. C. patula (Ranzani, 1818), ZUTC-cirri 1142, Minab, Strait of Hormoz, with polygonal orifice; dorsal view; e. C. patula, ZUTC- cirri 1144, from Bandar-Lengeh, Persian Gulf, with oval orifice, dorsal view; f. C. patula, from Dayyer, on crab Portunus segnis (Forskål, 1775).	https://zenodo.org/record/251574/files/figure.png	d62bd3347fead8880085ef82e3aebae1
Chelonibiidae	<http://treatment.plazi.org/id/DB0EAC8F0D685F38A56A42153A8DD12B>	<http://dx.doi.org/10.3897/zookeys.1026.60733.figure8>	Figure 8. Chelonibia testudinaria (Linnaeus, 1758), (BD: 5.33 mm) LFSc. ZRC- 159, Light Microscopy on mouth parts A maxilla B maxillule C mandible D close up on the inferior angle of mandible E close up on the teeth of mandible F mandibulatory palp G labrum H close up view on the cutting edge of labrum, showing the teeth. Scale bars in µm.	https://binary.pensoft.net/fig/524639	65ba3e752cd1c793ed9cd8cab76add35
Parnassiaceae	<http://treatment.plazi.org/id/039487A4FF8B834EFF2894E1FAE9FE9D>	<http://dx.doi.org/10.5281/zenodo.6331844>	FIGURE 1. Distribution of the species of Parnassia in Vietnam.	https://zenodo.org/record/6331844/files/figure.png	a72c606273f6c8a7f4f26e386afd7ae1
Parnassiaceae	<http://treatment.plazi.org/id/039487A4FF8E8343FF28912CFECBFE61>	<http://dx.doi.org/10.5281/zenodo.6331852>	FIGURE 5. Parnassia aff. procul. A, B. Plants with flowers and young fruits. C, D. Flowers at late anthesis (with anthers abscised), top views. Pham Van The, Vo Duc Quang PVT1027. Photos by Vo Duc Quang.	https://zenodo.org/record/6331852/files/figure.png	453cb2f8968089afd5b4274d1e2155ab
Parnassiaceae	<http://treatment.plazi.org/id/B83D381A18FD5BCEA3B07F3173C69FD4>	<http://dx.doi.org/10.3897/phytokeys.172.62749.figure1>	Figure 1. Type specimens of Parnassia xinganensis (A) and P. guilinensis (B).	https://binary.pensoft.net/fig/507584	49eb655973f39bbdee423e65639a547d
Nephropidae	<http://treatment.plazi.org/id/03D687D7FF9E2942FF3506F4FD22FECB>	<http://dx.doi.org/10.5281/zenodo.267527>	FIGURE 1. Nephropsis agassizii A. Milne-Edwards, 1880, female, TL 103 mm, Bpot-Talude MT- 83, MOUFPE 15. 152. A, dorsal habitus; B, carapace, dorsal view; C, abdomen, right lateral view. Scale bar = 1 cm.	https://zenodo.org/record/267527/files/figure.png	28d21ab7f586c368a4c36372251a1101
Nephropidae	<http://treatment.plazi.org/id/03D687D7FF9E2942FF3506F4FD22FECB>	<http://dx.doi.org/10.5281/zenodo.267528>	FIGURE 2. Geographic distribution of Nephropsis agassizii A. Milne-Edwards, 1880 and Nephropsis neglecta Holthuis, 1974 in the Atlantic Ocean. Black symbols = previous records; gray symbols = new records.	https://zenodo.org/record/267528/files/figure.png	f6e7f80f6f3053be98a18cfe7e91c04e
Nephropidae	<http://treatment.plazi.org/id/03D687D7FF9F2941FF35062BFA2FFE3B>	<http://dx.doi.org/10.5281/zenodo.267529>	FIGURE 3. Nephropsis neglecta Holthuis, 1974, ovigerous female, TL 84 mm, Bpot-Talude MT 71 - 2, MOUFPE 15. 153. A, dorsal habitus; B, carapace, dorsal view; C, abdomen, right lateral view. Scale bar = 1 cm.	https://zenodo.org/record/267529/files/figure.png	8ff797793caaafb6d5bbb12063cc6940
Stegosauridae	<http://treatment.plazi.org/id/03BAEA64B52D406871A7FC50FAE8D50D>	<http://dx.doi.org/10.5281/zenodo.3233834>	PLATE XVII. Fig. 1.? Monoclonius dwasoni, Lambe, side view of’! nasal horn core; one-half the natural size. outlines of the at “ ” and “ b \" Fig. 2. Sectional same a 3. Monoclonius canadensis, Lambe, right Orbital horn core, obliquely from behind; one-halfe Fig. natural size. Page 63. o, orbit. sectional outline at “ ”. Fig. 4. The same, a 5. Palaeoscincus Lambe, side view of tooth; four times natural size. Page 54. Fig. asper,	https://zenodo.org/record/3233834/files/figure.png	78e256ac2441f552d7500124c7d302ea
Stegosauridae	<http://treatment.plazi.org/id/03BAEA64B52E405570E0FD09FA33D990>	<http://dx.doi.org/10.5281/zenodo.3233824>	PLATE XI. Stereocephalus tutus, Lambe, head armature, superior view natural size. The anterior end of specimen points downward. Page 55. a, anterior end.	https://zenodo.org/record/3233824/files/figure.png	549df656cef47053a0887d2563ab6b4d
Stegosauridae	<http://treatment.plazi.org/id/03BAEA64B52E405570E0FD09FA33D990>	<http://dx.doi.org/10.5281/zenodo.3233826>	PLATE XII. Fig. 1..Stereocephalus tutus, Lambe, view of left side of specimen ﬁgured on plate XI one half the natural size Page 55. Fig. 2. Palatal view of the same one-half tho natural size. Fig. 3. Stereocephalus tutus, coössiﬁed postcranial scutes, superior view two sevenths the natural size. Page 56. Fig. 4. The same, anterior view. Fig. 5. Transverse section of rib (provisionally associated with S. tutus; one-half the natural size.) Page 55. p, palatine; s, suture pt, pterygoid; z‘, inlerpterygoid vacuity pb, prosphenoid and basisphenoid element; a, anterior b, posterior.	https://zenodo.org/record/3233826/files/figure.png	01a6d19f42861309baf0b732c18048be
Molluginaceae	<http://treatment.plazi.org/id/128065171129568592B065072712BBD1>	<http://dx.doi.org/10.3897/phytokeys.173.60898.figure13>	Figure 13. Glinus bainesii A, B an overview of the plant C flowers D leaves E-G close-up of individual flowers. Photographers - Roger and Alison Heath (A, C, E Okavango Delta, Ngamiland, Botswana, 28 Nov 2004 B, D, F, G Moremi Game Reserve, Ngamiland, Botswana, 21 Nov 2007).	https://binary.pensoft.net/fig/510676	cc7b5cbc323077e1436f5cbd7a8d3dce
Molluginaceae	<http://treatment.plazi.org/id/128065171129568592B065072712BBD1>	<http://dx.doi.org/10.3897/phytokeys.173.60898.figure14>	Figure 14. A herbarium specimen of Glinus bainesii (Botswana, Northern distr., 17 km SE of Maun at Samadupe drift over Botletle river, 23 Jan 1972, H. Biegel & G. Russell 3733, K 001394831). Copyright of the Board of Trustees of the Royal Botanic Gardens, Kew.	https://binary.pensoft.net/fig/510677	4f2ad5498488bffd66aeddf3756be28c
Molluginaceae	<http://treatment.plazi.org/id/128065171129568592B065072712BBD1>	<http://dx.doi.org/10.3897/phytokeys.173.60898.figure15>	Figure 15. Distribution map of Glinus bainesii in Sub-Saharan Africa (coloured in yellow).	https://binary.pensoft.net/fig/510678	ad0a56dc99a7f50970d732d84cacf00d
Caymanostellidae	<http://treatment.plazi.org/id/039687A5DD449210356535D7AFC6FBDA>	<http://dx.doi.org/10.5281/zenodo.5799404>	Figure 2. Species of the genus Caymanostella. A, B, C.admiranda, RV Dmitry Mendeleev, St. 1234, holotype:A, aboral view; B, oral view. С, D, C. madagascarensis, RV Vityaz II, St. 2653, holotype: C, aboral view; D, oral view. E, F, C. spinimarginata, RV Akademik Kurchatov, St. 1267, paratype №1: E, aboral view; F, oral view. C. cf. spinimarginata, RV Sonne, St. SO250-9, specimen №1: G, aboral view; H, oral view.	https://zenodo.org/record/5799404/files/figure.png	27dcf9981e5bfb92bb4d686f8e5dd26c
Caymanostellidae	<http://treatment.plazi.org/id/039687A5DD449210356535D7AFC6FBDA>	<http://dx.doi.org/10.5281/zenodo.5799406>	Figure 3. Madreporites of different species of the genus Caymanostella. A, C. madagascarensis, RV Vityaz II, St. 2653, holotype; B, C. admiranda, RV Dmitry Mendeleev, St. 1234, holotype; C, C. spinimarginata, RV Akademik Kurchatov, St. 1267, paratype №3; D, C. cf. spinimarginata, RV Sonne, St. SO250-9, specimen №1.	https://zenodo.org/record/5799406/files/figure.png	fdd33230e9a88d25159a029eeb376622
Caymanostellidae	<http://treatment.plazi.org/id/039687A5DD449210356535D7AFC6FBDA>	<http://dx.doi.org/10.5281/zenodo.5799408>	Figure 4. Spines of Caymanostella spinimarginata, RV Akademik Kurchatov, St. 1267 (A–H), and C. cf. spinimarginata, RV Sonne, St. SO250-9 (I–R). A, inferomarginal spine of the holotype; B, inferomarginal spine of the paratype №3; C, inferomarginal spine of the paratype №7; D, E, adambulacral spines of the holotype; F, abactinal spinelet of the holotype; G, abactinal spinelet of the paratype №3; H, abactinal spinelet of the paratype №7; I, inferomarginal spine of the specimen №1; J–L, inferomarginal spines of the specimen №2; M, N, adambulacral spines of the specimen №1; O, adambulacral spine of the specimen №2; P, abactinal spinelet of the specimen №1; Q, spinelet from the aboral side of inferomarginal plate, specimen №2; R, one of the enlarged abactinal spinelets of the specimen №1.	https://zenodo.org/record/5799408/files/figure.png	07092fd80aff85714c83a30c0e36d5fe
Acanthococcidae	<http://treatment.plazi.org/id/03C2B015FFDFF5724E3BFDB4EC80FC29>	<http://dx.doi.org/10.5281/zenodo.4488889>	Fig. 1. Live adult female of Rhizococcus avicennae sp. nov.	https://zenodo.org/record/4488889/files/figure.png	9fe94b63504b98854a3a5139bca1f575
Acanthococcidae	<http://treatment.plazi.org/id/03C2B015FFDFF5724E3BFDB4EC80FC29>	<http://dx.doi.org/10.5281/zenodo.4488891>	Fig. 2. Adult female of Rhizococcus avicennae sp. nov., left side dorsal view, right side ventral view. Abbreviations: AL – anal lobe; ANT – antenna; AR – anal ring; C – claw; CP – cruciform pore; LS – large seta; LB – labium; MP – multilocular pore; MTD I – large type of macrotubular duct; MTD II – intermediate type of macrotubular duct; MTD III – small type of macrotubular duct; QP – quinquelocular pore; TP – translucent pore.	https://zenodo.org/record/4488891/files/figure.png	e03c6c20c2d350e686c5a629cc06609f
Rhopalidae	<http://treatment.plazi.org/id/039F87AEFD7CFFD38463F895FE736F56>	<http://dx.doi.org/10.5281/zenodo.2506665>	Figure 34–37. Rhopalidae. 34. Harmostes gravidator (Fabricius, 1794). 35. Harmostes serratus (Fabricius, 1775). 36. Niesthrea pictipes (Stål, 1859). 37. Jadera coturnix (Burmeister, 1835).	https://zenodo.org/record/2506665/files/figure.png	36e94eb7e2ce32879f9f12e19451074d
Rhopalidae	<http://treatment.plazi.org/id/03B5885B2260FFA05D2BFEC03CAAA574>	<http://dx.doi.org/10.5281/zenodo.5385098>	Fig. 7. Niesthrea cassini Göllner-Scheiding male genitalia, redrawned from Göllner-Scheiding (1984): (A) ventral view. (B) lateral view.	https://zenodo.org/record/5385098/files/figure.png	13618c21c8c1bc4f2eeee7f8fc4216b2
Rhopalidae	<http://treatment.plazi.org/id/03B5885B2260FFA05D2BFEC03CAAA574>	<http://dx.doi.org/10.5281/zenodo.5385106>	Fig. 11. Niesthrea male genitalia. (A–B) N. truncata, sp. nov.: (A) Ventral view. (B) Lateral view. (C–D) N. ventralis (Signoret): (C) Ventral view. (D) Lateral view. (E–F) N. vincentii (Westwood): (E) Ventral view. (F) Lateral view.	https://zenodo.org/record/5385106/files/figure.png	e462fd8b669b6b49dc568140b8be0119
Gymnuridae	<http://treatment.plazi.org/id/03A787B2FF8EFFE5A2BE8A81343AFD17>	<http://dx.doi.org/10.5281/zenodo.1052063>	FIGURE 11. Dorsal (A) and ventral (B) views of holotype of Gymnura lessae, sp. nov. (USNM 51940, adult male, 420 mm DW).	https://zenodo.org/record/1052063/files/figure.png	aa8a294ea7e91d2f141437401e385c44
Gymnuridae	<http://treatment.plazi.org/id/03A787B2FF8EFFE5A2BE8A81343AFD17>	<http://dx.doi.org/10.5281/zenodo.1052071>	FIGURE 15. Specimens of Gymnura lessae, sp. nov., dorsal view. A) Adult male, 440 mm DW (AMS IA- 78); B) Adult female, 695 mm DW (FLMNH 29981); C) Juvenile male, 244 mm DW (CAS 19835); D) Juvenile female, 296 mm DW (CAS 19834).	https://zenodo.org/record/1052071/files/figure.png	faa9395e174fa7c9f3b7bad1203c2a2a
Gymnuridae	<http://treatment.plazi.org/id/03A787B2FF8EFFE5A2BE8A81343AFD17>	<http://dx.doi.org/10.5281/zenodo.1052073>	FIGURE 16. Ventral view of pelvic fin of Gymnura lessae, sp. nov. A) Male (AMNH 84277, unregistered size); B) Female (CAS 19834, 296 mm DW).	https://zenodo.org/record/1052073/files/figure.png	73cc2693cdc6fddf0b3433647cfaff3a
Dakuidae	<http://treatment.plazi.org/id/0390C135C51D9660A5A4FE7BFEF6715A>	<http://dx.doi.org/10.5281/zenodo.181069>	FIGURE 3. Daku riegeri sp. nov.; photomicrographs of living specimens. A. Whole animal. B. Male and female copulatory organs.	https://zenodo.org/record/181069/files/figure.png	0820a8decf138066fd32ed2ed9d4b5ad
Dakuidae	<http://treatment.plazi.org/id/0390C135C51D9660A5A4FE7BFEF6715A>	<http://dx.doi.org/10.5281/zenodo.181070>	FIGURE 4. Daku riegeri sp. nov.; photomicrographs of living specimens. A. Ventral view showing gonopore and male copulatory organ. B. Ventral view showing copulatory organs.	https://zenodo.org/record/181070/files/figure.png	7f4006299d6a2be9f5800444d1877f80
Dakuidae	<http://treatment.plazi.org/id/0390C135C51D9660A5A4FE7BFEF6715A>	<http://dx.doi.org/10.5281/zenodo.181071>	FIGURE 5. Daku riegeri sp. nov.; photomicrographs of sagittal histological sections of holotype. A. Whole animal. B – D. Copulatory organs.	https://zenodo.org/record/181071/files/figure.png	26b645279b3181a8f6f99136f9f847c3
Schulerideidae	<http://treatment.plazi.org/id/5A3887A8FF980E7F0CABF8DF1F740A53>	<http://dx.doi.org/10.5281/zenodo.4487255>	FIG. 4. — Ostracods from the Belca section, Karavanke Mountains, northwestern Slovenia, Carnian, Late Triassic. All specimens are deposited in the micropalaeontology collections of the Geological Survey of Slovenia, under the numbers GeoZS6132 to GeoZS6239, preceded by sample number: A, B, Acratia cf. goemeryi Kozur, 1970 emend. Forel et al. (2019a); A, lateral view of a right valve, BE21 (GeoZS6132); B, lateral view of a left valve, BE18 (GeoZS6133); C, Acratia sp. 1, lateral view of a broken left valve, BE18 (GeoZS6134); D, Acratia sp. 2, lateral view of a left valve, BE18 (GeoZS6135); E, Bairdia balatonica Méhes, 1911, lateral view of a left valve, BE17 (GeoZS6136); F-H, Bairdia cassiana (Reuss, 1869); F, lateral view of a right valve, BE18 (GeoZS6137); G, lateral view of a right valve, BE18 (GeoZS6138); H, right lateral view of a complete carapace, BE23/1 (GeoZS6139); I, Bairdia cf. perpusilla sensu Forel et al. (2019a), lateral view of a left valve, BE17 (GeoZS6140); J, Bairdia sp. 1, right lateral view of a complete carapace, BE18 (GeoZS6141); K, Bairdia sp. 2, lateral view of a right valve, BE23/1 (GeoZS6142); L, M, Bairdia sp. 3; L, lateral view of a left valve, BE18 (GeoZS6143);M, lateral view of a left valve, BE18 (GeoZS6144); N, Bairdiacypris sp. 1, lateral	https://zenodo.org/record/4487255/files/figure.png	8d41dde924bf409216150533b4dc56aa
Eleutherodactylidae	<http://treatment.plazi.org/id/01355F73A0DA52D5B33EDBE47A4A9AA0>	<http://dx.doi.org/10.3897/herpetozoa.36.e104707.figure2>	Figure 2. Holotype of Eleutherodactylus franzi, sp. nov., INIRENA 2900 (CIG 01725), El Cucharillo, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico in life (A-C) and in preservative (D, E).	https://binary.pensoft.net/fig/841843	c2718fe29e2e22d568a7c59a318bb5bf
Eleutherodactylidae	<http://treatment.plazi.org/id/01355F73A0DA52D5B33EDBE47A4A9AA0>	<http://dx.doi.org/10.3897/herpetozoa.36.e104707.figure3>	Figure 3. Some of the paratypes of Eleutherodactylus franzi sp. nov., in life. A-C. INIRENA 2902 (CIG 01717) El Cucharillo, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico; D-F. INIRENA 2910 (CIG 01726) El Cucharillo, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico; G-I. INIRENA 2895 (CIG 01727), 3 km E of Ixcateopan de Cuauhtemoc, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico; J-L. INIRENA 2896 (CIG 01728), 3 km E of Ixcateopan de Cuauhtemoc, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico; M-O. INIRENA 2898 (CIG 01731), between El Cucharillo and Chichila, Municipio de Taxco de Alarcon, Guerrero, Mexico.	https://binary.pensoft.net/fig/841844	9ff529f948eb271e4222f8c965443d7e
Eleutherodactylidae	<http://treatment.plazi.org/id/01355F73A0DA52D5B33EDBE47A4A9AA0>	<http://dx.doi.org/10.3897/herpetozoa.36.e104707.figure4>	Figure 4. Spectrograms (top) and oscillograms (bottom) of the advertisement calls of Eleutherodactylus franzi sp. nov., recorded at El Cucharillo, Municipio de Ixcateopan de Cuauhtemoc, Guerrero, Mexico (A, B) and at 3 km E of Ixcateopan de Cuauhtemoc, Guerrero, Mexico (C, D).	https://binary.pensoft.net/fig/841845	288932a7eec54b37bbdd88965652f6bf
Graffillidae	<http://treatment.plazi.org/id/B67787C93A2EFFF0FF7DFE4D6C2BF92D>	<http://dx.doi.org/10.5281/zenodo.183674>	FIGURE 6. Nygulgus evelinae. A, stylet. B, general view. C, sagittal reconstruction. Scale A: 30 m. Scale B and C: 100 m. For abbreviations see Figure 8.	https://zenodo.org/record/183674/files/figure.png	87d10f9c7eee4039ec0e201865d75c2a
Cuninidae	<http://treatment.plazi.org/id/0385B26595333A6354D9FBFBFC62FCBF>	<http://dx.doi.org/10.5281/zenodo.252344>	FIGURE 27 – 32. Olindias sambaquiensis Müller: adult medusae in oral view (27), umbrellar margin with primary tentacles inserted on exumbrela, and secondary tentacles and club-shaped protrusions originating on umbrellar margin (28); mouth (29) and gonads with papilliform processes (30); Cunina octonaria McCrady: adult medusae (31) and marginal lobe with otoporpae (arrows) (32).	https://zenodo.org/record/252344/files/figure.png	5592c49a77efd90b817e37cd828fb189
Cuninidae	<http://treatment.plazi.org/id/D0118A7C5B5C0044FEE8FB43FA537D3C>	<http://dx.doi.org/10.5281/zenodo.5640074>	Fig. 49. Cunina becki. (A) Aboral view of whole animal, sample BFLA4022, diameter 14 mm. (B) Medusa in contraction phase, sample BFLA4025. (C) BFLA4023, side view showing optical cross-section through gastric pockets (secant plane of bell), oral side is downwards, arrows indicate the lateral margins of one gastric pocket. (D) Gastric pockets seen from above, note transition from the opaque zone with the developing gonads to clear part (arrow). (E-F) BFLA4022, bell margin showing several otoporpae per lappet (yellow arrows) and the bases of tentacles (red arrows).	https://zenodo.org/record/5640074/files/figure.png	37230bcc79bf4c8e2474c1ab8ec9b776
